clase,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
si,0.0,0.0,0.0,-0.10682663015226793,-0.30477086550089044,-0.01540826969428121,-0.2604183931992075,-0.5575906214716644,-0.07675022647023305,-0.3525760812533999,-0.7868838632988624,-0.13007017030918946,-0.3756472375157715,-1.0,-0.1864634760837578,-0.3110593928623528,-0.4439109659912489,-0.22670420108840894,-0.5520043215757227,-0.4382814246076085,-0.2704044237927916,-0.49166968821029056,-0.4172353279666716,-0.2595585116536338,-0.402301076112666,-0.4147696340119102,-0.2465593163741462,-0.3180334943560567,-0.2005924727076526,-0.2447538770524243,-0.57848219233342,-0.22218291177885974,-0.26798681365761584,-0.5134782287686261,-0.21988803956889166,-0.22676590061610466,-0.4168108466518902,-0.21127447816637224,-0.21037684072678717,-0.325390265147511,0.024633639175730047,-0.25007295527541784,-0.557311374376724,-0.014685809851954727,-0.25244805652661206,-0.494246487772701,-0.03592988818037175,-0.18843233963956751,-0.40299147470841123,-0.03437348051735117,-0.1609392230768841,-0.3285919220755514,0.22155037100839078,-0.2536873897271476,-0.5155295549135803,0.16010000005003147,-0.24693299787507322,-0.4537253184914253,0.12745575019942904,-0.19175716333401585,-0.3764175792586093,0.13016159522636847,-0.16011384671333884
si,0.0,0.0,0.0,-0.10195296444951622,-0.31088406849798317,-0.012942352682323865,-0.25696472455971736,-0.5666853412706698,-0.06717007627057159,-0.34983932702664716,-0.7933297060983857,-0.11695525132960925,-0.36722812242725594,-1.0,-0.16955328244197868,-0.3267292267135703,-0.45117299902704844,-0.1927307543343039,-0.559968707874239,-0.4338565210983631,-0.24211501107259176,-0.4855030143270841,-0.420111459303602,-0.24625526043597942,-0.4016536101274692,-0.43118685049036953,-0.24437269067314443,-0.33447831057494093,-0.2053331616287347,-0.21380479549613446,-0.5758867022321424,-0.23602703813939,-0.24275794007246854,-0.4998451027919509,-0.23176756868140724,-0.2138610712337634,-0.4013770106165161,-0.22105109740652207,-0.202481331670023,-0.3377087379734229,0.01785115300798819,-0.22467345948344866,-0.5498881265010414,-0.03059799658374041,-0.23281819623488412,-0.4792595935683982,-0.041691022563866295,-0.17542640958802375,-0.38777969578795923,-0.0367329781824263,-0.14832172293422058,-0.3335067668332809,0.21025015695336569,-0.23473516495913352,-0.5009057096496478,0.1483613683325199,-0.2299898680584929,-0.4360190061578772,0.12629742620190934,-0.17726022433392674,-0.36019524828270083,0.1307796275457547,-0.1448110375461214
si,0.0,0.0,0.0,-0.10484538341582175,-0.3290480298393558,-0.00925420321994014,-0.2554874172245964,-0.5844876594500688,-0.05633471413908919,-0.369626930276829,-0.8022802709878429,-0.09963350455119402,-0.3895386498764297,-1.0,-0.14417235247360746,-0.36793800695662576,-0.4389961041067601,-0.16474078092901476,-0.6024572856106123,-0.43452443426400783,-0.20648574725358038,-0.5292948897481216,-0.4333760882807211,-0.20874834243692567,-0.44022487119193454,-0.4409898739168709,-0.2045765879796282,-0.37893036085822385,-0.19960886319119753,-0.18175246989162344,-0.619167435531422,-0.23255345176910788,-0.1994955458793016,-0.5474750299694889,-0.24377023105872578,-0.17203380423405584,-0.4530851114241182,-0.24103543251118056,-0.1623744521459015,-0.3788381532139856,0.0201516198357405,-0.18900195515247203,-0.5959022441817177,-0.03718469696278443,-0.19106355771651806,-0.5265766083959791,-0.06099222962172977,-0.138362479103568,-0.43537563109116684,-0.055923054244313854,-0.11482411258523804,-0.3661208749206513,0.2116386733613158,-0.19517000510752683,-0.5351261813503064,0.13232951548250535,-0.1888500129908795,-0.4715216690770279,0.09087440188308857,-0.13926474092500893,-0.39857347558113065,0.08586937095383837,-0.10820959722580983
si,0.0,0.0,0.0,-0.10651540803100605,-0.3139392967064516,-0.017920310387897483,-0.2529918896211638,-0.5643209193732928,-0.07199026609957161,-0.36770650645748276,-0.7889437086512114,-0.11982488783336036,-0.38747590318208874,-1.0,-0.1671571811580246,-0.385506529256049,-0.4212663336950143,-0.17200368136701147,-0.623518156524823,-0.43459150457871204,-0.21131381364091512,-0.5469071211743795,-0.429686097518756,-0.21141875037489385,-0.45738424450195686,-0.43326091270260114,-0.20614641305744072,-0.39907648918967986,-0.18885504756034233,-0.183215636259626,-0.6205231004361281,-0.23569951489717425,-0.19693475792375245,-0.5362567287435035,-0.24057773255593037,-0.16471756569384158,-0.4447401596744027,-0.23124163524827215,-0.15076708080211365,-0.39634361661255524,0.021627564310955555,-0.18489470844241984,-0.5820672388825325,-0.04161954259321025,-0.17789958058046093,-0.5085105358929649,-0.0546013839574089,-0.12282231877270351,-0.4233888802104223,-0.04349003829314734,-0.09890878655706284,-0.37992577800107236,0.20061302811400972,-0.1867378880824558,-0.5225674563133029,0.11906475215003146,-0.16967973696173738,-0.45846084346251115,0.09622126430715579,-0.11828861278132474,-0.3944470292201624,0.10486529847122948,-0.08666232033482749
si,0.0,0.0,0.0,-0.10831434516972625,-0.3281713216907605,-0.016601100036902385,-0.24152129562529898,-0.5805259852601247,-0.06334785105141455,-0.35707319238888524,-0.7984962591766178,-0.10140845427887724,-0.3823113977675362,-1.0,-0.1362963293816353,-0.39358032387052055,-0.4258326626012185,-0.15888932006394887,-0.6060943054127366,-0.4446108942171912,-0.17527869509438246,-0.5223447780282481,-0.43278924069305486,-0.15723724689304253,-0.43609387934269206,-0.42032722895500413,-0.14131734331734813,-0.42275099464082655,-0.1971492333603536,-0.16354866676967555,-0.6329435210142043,-0.2545295900275263,-0.1549152882275655,-0.5594433054728877,-0.2571187711423833,-0.11513940062341108,-0.4775097673872382,-0.23985398328946125,-0.09944718941655156,-0.43168369634023734,0.007134166950713363,-0.15727700074987153,-0.6137536305464295,-0.07880004353791378,-0.1345961219320691,-0.551153557792284,-0.09110917131882643,-0.08265428420782736,-0.4741927762867315,-0.06858850513145873,-0.06411832398558351,-0.42385958235110466,0.1780344422134446,-0.15059797238291567,-0.5741541793532902,0.07359357500694602,-0.12678624011459036,-0.5164491680534828,0.047709640783567875,-0.07692648966274128,-0.453987478553281,0.0642323864791863,-0.04741451530428103
si,0.0,0.0,0.0,-0.10463630415952793,-0.33148468218350247,-0.001583718855080716,-0.234147557766602,-0.5806021472816436,-0.03618270609549272,-0.34741173853357227,-0.8023182729319128,-0.06561387823468307,-0.3665926181380513,-1.0,-0.09336181560271857,-0.42949384122947437,-0.44484689821358286,-0.11582192762589279,-0.6057357203276311,-0.4417573371998286,-0.11778299544454147,-0.5158747998809268,-0.4319545843425696,-0.10062347075314226,-0.4282905405542589,-0.42986432557684906,-0.08812412577178878,-0.4613987118321118,-0.22316499789185512,-0.12324342182832516,-0.615082425516162,-0.25338499617672144,-0.09516242802339968,-0.5351759515438959,-0.24781941633826304,-0.058209829039930605,-0.45472225904184355,-0.23798591869434818,-0.04701990500565771,-0.4598128415946412,-0.0204185989716739,-0.11913627363642317,-0.5820400944889776,-0.07238985704350977,-0.07902684733317535,-0.515835257057838,-0.07388649005430323,-0.033469641823516215,-0.43841524353593275,-0.05950953170565792,-0.022831067951866804,-0.43588633981091185,0.1529665286921854,-0.11431753590714609,-0.5222389707186845,0.08791906811971556,-0.07834395413853387,-0.4568184153924258,0.07246952278000161,-0.031018065345907748,-0.39438300482335426,0.07945110307557117,-0.003382248181262551
si,0.0,0.0,0.0,-0.09754639889169019,-0.3268711214448283,-0.003779437237976656,-0.22439629423884172,-0.5767401306633045,-0.04261427624873367,-0.33195180657453915,-0.8019179766077621,-0.07788551914458043,-0.3506751017275208,-1.0,-0.11424784124372368,-0.40441297160175765,-0.4709555897320799,-0.12347585226452126,-0.591061556481987,-0.45081775388349726,-0.1374558983349376,-0.5031982916885152,-0.43434206884763654,-0.13139500379569566,-0.41741939773793296,-0.4370431546733557,-0.12713397201565474,-0.4378820148458881,-0.2475875531600927,-0.13636806082900207,-0.6050293471267691,-0.2641968248313793,-0.12164951928355845,-0.5248343346007757,-0.2531440782781741,-0.0892371196183038,-0.442606668628866,-0.24294756415053875,-0.08004449582702323,-0.4418995979621349,-0.03626447837513923,-0.1388761798612837,-0.575892384683184,-0.07249341351992597,-0.11096835424036544,-0.5063319865510806,-0.06716412545881718,-0.06304929056886156,-0.4264962002689305,-0.0571968451988484,-0.048502465383048345,-0.4218457280032332,0.15131491981007933,-0.14088054099567984,-0.5215986027117488,0.10976867746834755,-0.1142667485449821,-0.45243497086453516,0.09932955084139612,-0.06568050050035898,-0.3841447440148595,0.10300248443186542,-0.035933905511874586
si,0.0,0.0,0.0,-0.1096497705726875,-0.3019093612719054,-0.007627001609538797,-0.2794422619059805,-0.5624265629342675,-0.055070588989666935,-0.40031534618134085,-0.7879203344377469,-0.09693479789023199,-0.420160474824704,-1.0,-0.1399141741934307,-0.36719395613131806,-0.4891308999581105,-0.1751861315166068,-0.6207679461349572,-0.4211661355167752,-0.21076204871162066,-0.5456199606684895,-0.3860914279709177,-0.2059927399239731,-0.45457101347805645,-0.4009412032619047,-0.20117674775479047,-0.3749666721356047,-0.25515393793271995,-0.19681512343924853,-0.6322063129092381,-0.2170437260606011,-0.21614186060939775,-0.5467361699476883,-0.19831968097276517,-0.1841382396069989,-0.4486068489626516,-0.20579058178679857,-0.17073919517962743,-0.37624197779416185,-0.027025717559278267,-0.20709937125018668,-0.5830699030691661,-0.010926567759801121,-0.21217234745309227,-0.5040685097085349,-0.00899888895745371,-0.15546087351384935,-0.41452113208382235,-0.01629431582366545,-0.128912103893303,-0.36683364962512427,0.1834987613976422,-0.21543067932170556,-0.5180849787184221,0.15842860350130966,-0.2141504750154384,-0.44589109716353187,0.14387947357425712,-0.16340323870574522,-0.37054502110707876,0.1396382682554078,-0.1297784455822183
si,0.0,0.0,0.0,-0.10483670592710298,-0.2888353353917265,-0.02387658657240713,-0.2905825459877706,-0.556159481623855,-0.09699206978788145,-0.3869928089444454,-0.7836798245833123,-0.16197037211118684,-0.4160960573611977,-1.0,-0.22949043432180044,-0.2670024182327087,-0.4750986413606042,-0.26037012451568275,-0.5655890351249643,-0.412363346541017,-0.3353089055421301,-0.49602955457415254,-0.38874270214888035,-0.3453910729121027,-0.39111940067938444,-0.4063239625197056,-0.34398580238214693,-0.25892406682692015,-0.21330196346583383,-0.28763816815598603,-0.5796214821059845,-0.18547276902723256,-0.35217918218565786,-0.48741505150515607,-0.1849941546888202,-0.3233202130140085,-0.36472688178965873,-0.19160225168897949,-0.30776934030599673,-0.2606463014138086,0.030167503917995806,-0.303931198350871,-0.5445868015297158,0.02213577439596447,-0.34223900805292207,-0.4581756375866367,0.003066868916838585,-0.2755966328677527,-0.3464385228485157,-0.008590822112167442,-0.23730836458027255,-0.26590384384481053,0.2457778056522374,-0.31911129295259344,-0.49133582242390506,0.1972627404010259,-0.3416414339079387,-0.42418976438743006,0.1685412549094046,-0.29067876601134235,-0.3319971168435061,0.16925982394318642,-0.25659173997505536
si,0.0,0.0,0.0,-0.1315336695438164,-0.2645724443202043,-0.05837039980517214,-0.28191786830594906,-0.5602083154527948,-0.14219021461942039,-0.33757632809393967,-0.7890012184798646,-0.20755665951641802,-0.3519354538994496,-1.0,-0.27515548126072015,-0.1100296818281288,-0.4991925376924436,-0.33627288623193125,-0.4216799402659851,-0.45872989214351817,-0.41992286947722923,-0.3779076573577296,-0.38991403976395594,-0.41673915404920014,-0.28972156599863097,-0.38823776443806857,-0.40866517507558625,-0.07075524335218351,-0.25461688252401654,-0.35685385572452544,-0.4369478134107501,-0.21727845348545305,-0.44008978205665306,-0.3762807363437907,-0.17412764844657908,-0.3987549016977852,-0.25876039037086906,-0.17260177092610748,-0.3805815651675592,-0.07031564377104302,-0.02143313650114481,-0.36771031486744793,-0.4110042724892624,-0.019658152551360285,-0.4408240180237246,-0.34424334686967256,0.00039853808180320205,-0.3683860985825217,-0.22905762892867973,-0.007717307518585965,-0.3259286089086837,-0.09826693098463704,0.17971201235645182,-0.37840776134136817,-0.34525450641903954,0.15702013961875927,-0.44028921212304223,-0.2868099836446412,0.149063065149141,-0.40073257648008276,-0.19202627549496418,0.14455241919056674,-0.37416429692308967
si,0.0,0.0,0.0,-0.11977281577046914,-0.28345469609563556,-0.102029835190011,-0.1549253726222762,-0.5966833572628109,-0.1510899813742457,-0.16429598447928942,-0.8171766647282932,-0.17721148479727597,-0.17580546278237213,-1.0,-0.19202275069236707,0.09911297972598604,-0.5189707065456984,-0.19135238224702836,-0.19024795741753764,-0.49340558491705305,-0.2512365086838691,-0.2041579997358323,-0.39964279036576933,-0.26142863065387406,-0.13053343008046822,-0.3873272231685373,-0.26524419013191985,0.14403850673198815,-0.3045934647653453,-0.18001577940945548,-0.20638908472750414,-0.2769830675360186,-0.22973559010070002,-0.17688093412446415,-0.24949274653794495,-0.2139360110536593,-0.09297372217447762,-0.24510440628307456,-0.21221355182382826,0.13724095697325558,-0.10241130226103544,-0.17433735727974914,-0.1948879774531145,-0.0888800146836077,-0.22958340205446037,-0.16354314081682714,-0.07715728099381951,-0.192733258906439,-0.08015410926593969,-0.07185155833217545,-0.16922509458040114,0.10042434940124845,0.0706660285472663,-0.17780997904133605,-0.14214089058825347,0.06599074040719566,-0.22833702792780056,-0.12422551688529118,0.05743088326360335,-0.21800227254881424,-0.04977441106897007,0.059999965692505354,-0.20623305220378377
si,0.0,0.0,0.0,-0.028257539820076748,-0.28342873604226515,-0.14767942365430914,0.031190579444240585,-0.5713083420452856,-0.2215614196252315,0.06656600568910741,-0.7932239575765149,-0.273987859698214,0.07337489815638316,-1.0,-0.30575002849089855,0.4114323806443697,-0.49665195293793035,-0.15173322012425813,0.20216940332220804,-0.4766589413465578,-0.25376160078106674,0.085294771188985,-0.3893759226706577,-0.29972648388636275,0.09396695658762114,-0.349040337705235,-0.3258553790336593,0.46771366522243324,-0.27201066015018294,-0.1328274386154969,0.2024307618891998,-0.23991090909810517,-0.22438683789788458,0.07431064380997182,-0.2051940385934301,-0.23884073348337018,0.10392360131468024,-0.21594366415381736,-0.24379426636140153,0.4541307940607573,-0.044298651565069944,-0.1316126124747777,0.19321988665886786,-0.03297669456187597,-0.23340999859227005,0.08293590057462133,-0.03252507713540833,-0.21369885917634496,0.11381833416919072,-0.05207622454050931,-0.1896379866599581,0.4056003670610745,0.151404070804566,-0.14512447227350475,0.20515841806401858,0.16522780459369132,-0.22263568955986499,0.11064400786365593,0.13713748337001871,-0.2175622554355109,0.11428465213160598,0.10713807139145662,-0.20095179829407533
si,0.0,0.0,0.0,0.014394533944038551,-0.27302734884390834,-0.1339174051085735,0.11029738078747235,-0.5624163258169272,-0.20399119495860568,0.1836251598351592,-0.7959660278350833,-0.2612627603669742,0.22126278900189794,-1.0,-0.29798915486897404,0.5026247887632967,-0.4994880861553628,-0.08692505393854827,0.41452993279164924,-0.5452860738488349,-0.20004842507002601,0.28843205010093614,-0.4567637531792774,-0.2634485957056391,0.2582762440522196,-0.3951833373111882,-0.3000242707226253,0.5806717724716517,-0.28864052845901217,-0.07402831020097264,0.4349645947565311,-0.31069103780540663,-0.18055109259124846,0.2864432394202312,-0.2552121165716266,-0.21087828382243576,0.2961838582969238,-0.2357930860702481,-0.21907077926004523,0.5750659743634667,-0.06739847520778308,-0.08340643873362476,0.4151588705264632,-0.06967198214091441,-0.18950252701131962,0.2867687066418781,-0.06251464549957503,-0.17538634950404686,0.31432497811012267,-0.07811745723934443,-0.15315920098430275,0.5305475786352556,0.1399471224347302,-0.10811367235120835,0.38412417688351896,0.1475382285630342,-0.1727446954300288,0.28230729780033614,0.1302015998332173,-0.16772065421856497,0.304251466371341,0.10580795066124277,-0.1544513499877643
si,0.0,0.0,0.0,-0.011030034352307727,-0.26967113095661366,-0.1164411810501221,0.0556856062810812,-0.5711928458511213,-0.18545230293667755,0.10743003154956679,-0.8037010887885436,-0.2467129182312765,0.1368683851584877,-1.0,-0.28712063795107734,0.4037173502359887,-0.5331587493975668,-0.09163100951474523,0.37627588017338975,-0.6058977161893185,-0.21634142185690636,0.2541698923046793,-0.500137049869572,-0.27867464055998514,0.22124503996368647,-0.42793844320644386,-0.3117523081883481,0.49482363579186206,-0.3545449254051192,-0.08884244704265558,0.406475413822272,-0.3695241882440141,-0.21161023558500897,0.25383078840062073,-0.29460428662577115,-0.23370313590226677,0.27024042036674145,-0.27715333927505165,-0.23271593284278366,0.5119235467770873,-0.15046431496814205,-0.10797511700513283,0.39776721446608376,-0.13138958161529593,-0.22105035616946928,0.26116425719976627,-0.10856028539672763,-0.19204283726189444,0.2919504239527236,-0.12199013199314217,-0.1590142869747904,0.4912794172463334,0.04842872723440717,-0.14130609795544377,0.37043646654564466,0.07901495588353945,-0.20663316776402005,0.2714657176567338,0.07587130729341875,-0.19499249663521404,0.30402995991317333,0.05633439918426364,-0.17809661686558548
si,0.0,0.0,0.0,-0.007430273143640839,-0.2657031565379456,-0.10934391769098875,0.0563704205113458,-0.5648408863588522,-0.17270292702653975,0.10645394157244516,-0.8040182147736272,-0.23052845476918601,0.1351456390525453,-1.0,-0.2687355541594212,0.39047784699670185,-0.5510787294753141,-0.06525699389954999,0.38116830685688213,-0.6334177110737729,-0.18638082460986918,0.26148843217262596,-0.5263207425388347,-0.253166919275995,0.22561622094847994,-0.4437841612385969,-0.2886068121581902,0.48672904810138357,-0.3833563923814,-0.06078173839809901,0.42448638393856636,-0.40720413739554345,-0.1857743128855627,0.2660677224681831,-0.33327494114957906,-0.2146080351513165,0.264365080903762,-0.3110780919678964,-0.21349044808101564,0.5104657122775856,-0.19081976899463354,-0.07863756050703563,0.4138496692654293,-0.1726472198846567,-0.19491719727131568,0.2742663162399702,-0.1483631548586241,-0.175962287191254,0.289490600525778,-0.1567590723549531,-0.14384137418127999,0.5006308494669052,-0.002367056762791148,-0.10914767200252938,0.3902618948086543,0.028138087142434404,-0.1744386513622608,0.2857920915824942,0.016378697068687078,-0.16745789339215894,0.3015040276462957,-0.011882613910122079,-0.15101077121724304
si,0.0,0.0,0.0,-0.0038474802539487985,-0.26669552448466416,-0.10801378089617004,0.07063163750407057,-0.568703366891873,-0.16792129653183557,0.12298963150406068,-0.8067349918753298,-0.22275681383362134,0.15315401398245027,-1.0,-0.2575094623827403,0.4008364648596346,-0.5492486396188462,-0.05592226608999518,0.39783810736645914,-0.6377458337383313,-0.17565915936192258,0.27412442195127174,-0.5339472689960499,-0.24036015145581402,0.2347648019189488,-0.4465412353782022,-0.2734001564640595,0.49280586404041304,-0.384917781303319,-0.0506540883074398,0.42782607549600576,-0.40825074121484,-0.17291993189477137,0.26922175050260927,-0.3317561753259341,-0.19915135553248192,0.2745762348867132,-0.30183685091189055,-0.1956449830617969,0.5148432424655285,-0.1961080935333776,-0.06873928765153538,0.4183590088286801,-0.18225537988255883,-0.18303259270640368,0.2779942800564746,-0.15887436937018568,-0.16251344165892803,0.2971775900784021,-0.1634129545518197,-0.12863660111498423,0.5064051450935944,-0.008442902432019382,-0.09947617587814969,0.40345041754599265,0.014803154535674688,-0.16306748224768244,0.29768390612395296,0.0015547801561452326,-0.15403045129705484,0.31145452189103,-0.024092433979847304,-0.13512145014274213
si,0.0,0.0,0.0,-0.002391930148714492,-0.26611583204797545,-0.10640938917990289,0.07017734537936544,-0.570803461401031,-0.16679652241493279,0.12145256168944907,-0.8093619442511818,-0.22244160054254666,0.15390822877970958,-1.0,-0.2572383067470071,0.39830171310592366,-0.550853214042779,-0.056382050921503675,0.40339679363467373,-0.6464886491523646,-0.1817548797052392,0.2762385277043372,-0.5382279092547759,-0.2475921799514879,0.23367019545523654,-0.45337292311163346,-0.28019650107607985,0.49001824657422444,-0.3871992576882218,-0.05425444327554396,0.43526148579561325,-0.4167514392561658,-0.1818524881254709,0.27093541740507043,-0.33394741504804093,-0.20752552935651797,0.2743607636066619,-0.30915381142760845,-0.2022181251798875,0.5156872515605496,-0.198664308721126,-0.07575061530104973,0.42218707578638587,-0.18666178790595434,-0.1926972421993128,0.27433025990187015,-0.15490523275254234,-0.16669264493375008,0.2937054712035752,-0.16291698959487028,-0.12877972593462061,0.5096624950560296,-0.009028547002052611,-0.11008581556645944,0.40545620592034315,0.014056711745966795,-0.17333468924807593,0.29355886105486895,0.011495774584216984,-0.15919105224875835,0.30904141489373615,-0.0104253968349933,-0.13661168095622087
si,0.0,0.0,0.0,-0.004838980074539119,-0.2734903935093724,-0.0986158295986155,0.07012606901317207,-0.5822391290292411,-0.15140834924736277,0.11913408615457786,-0.8149402653778475,-0.20044055323245497,0.14998139241158173,-1.0,-0.22997539172040024,0.3933701259817324,-0.5530913136098043,-0.04232146285382359,0.3848410493001392,-0.6464660251888269,-0.16205378314389654,0.26678467921732785,-0.5425463197359072,-0.22998922236522854,0.2295470779372278,-0.4617065364097432,-0.2657973828619394,0.482251220772608,-0.39617788115998287,-0.043775354840918664,0.41245587873236905,-0.4263256656283165,-0.16718078975393766,0.26074995261661366,-0.34416753986599447,-0.19845375760420092,0.2680164122756775,-0.3161071756809461,-0.19789128340657808,0.5057618399215654,-0.2126496554658809,-0.0682251360381033,0.39967609435480744,-0.20166691496926273,-0.18096816346286207,0.26495124596989444,-0.1685845496523842,-0.16094974856352467,0.2928268434822851,-0.17480256586659967,-0.12821841978298001,0.4971223866375561,-0.029008636163470432,-0.10499023784339857,0.3819108324900109,-0.009888239661710483,-0.1664905835088107,0.2772076142936626,-0.0059246185545082835,-0.1545986123928368,0.2996403830927484,-0.02247264939630914,-0.13424310070295423
si,0.0,0.0,0.0,-0.005605364605700478,-0.273269378267866,-0.10243620962403571,0.06681935228368377,-0.5783494780604939,-0.15883441763451628,0.11530947912993929,-0.8109726439197849,-0.21006708718757164,0.14423075959033554,-1.0,-0.24154258769639372,0.3995650030663006,-0.5475530586975157,-0.05399966366545333,0.3763866446316345,-0.6413185593901487,-0.17045347448389658,0.25784129095432967,-0.5370765706226679,-0.2350344774566207,0.22663981913003955,-0.4590350594294174,-0.2699848067288464,0.48792726434184824,-0.3898175425814742,-0.05322758254133249,0.4013179578270874,-0.4232412551947477,-0.17231105108710393,0.2542236243840245,-0.3420935397140236,-0.2018720938632506,0.26939317326185874,-0.312888722530709,-0.20283517961439398,0.506401533317403,-0.20442409527422084,-0.07425165174782068,0.3906366041096783,-0.19808014490985745,-0.1834628605386622,0.26103385296127773,-0.16711849622602729,-0.16248645684974383,0.29359860036327723,-0.17157514274590144,-0.13137172707688402,0.49184825237575636,-0.02164651151909712,-0.10788901115334269,0.3705429273729574,-0.0043454241938637225,-0.16847829230219447,0.27025407684299707,-0.003671539884466472,-0.15721096603277107,0.29552092854600537,-0.019871633126740982,-0.1382980322598511
si,0.0,0.0,0.0,-0.008033300877911487,-0.2799655544060788,-0.10858440714525443,0.06160256637427421,-0.579125857961379,-0.16692793326966662,0.10567960538798711,-0.810828004350615,-0.2174835096257016,0.13390053904831734,-1.0,-0.24836579788844487,0.41109013043502346,-0.5394905333013784,-0.06449444152344146,0.3532746305985019,-0.6334915259847932,-0.17637853098534684,0.2336081599457648,-0.5314787225444517,-0.23994694288342575,0.2136750716398544,-0.45495427042407416,-0.2760953118800153,0.4944325570260716,-0.3783226346567978,-0.06135262504493681,0.37595872134847974,-0.4158176233541287,-0.17363753946720395,0.23322547561742218,-0.3357288144280668,-0.20298400152923177,0.2573384591943647,-0.2995306410750026,-0.206614947677191,0.5010903566819493,-0.18810075983595162,-0.07911266668771907,0.3623877766861419,-0.18829630658901125,-0.18548298425230908,0.23817247477229983,-0.16054174859775291,-0.1663922819931968,0.2775725426730734,-0.15712869025254161,-0.13759314227877917,0.47379149603877674,-0.006112404411508053,-0.10966340976871768,0.33991751931391256,0.0052686835745866375,-0.16982874922019503,0.24135741748544362,0.004568986591966472,-0.15834977106343473,0.26747151841519834,-0.0014555886294301602,-0.13939685251479741
si,0.0,0.0,0.0,-0.011171068334292647,-0.2815871122768572,-0.1308394841352028,0.05258832983366197,-0.5734363720996043,-0.20400979923115387,0.09330140455994024,-0.798726405700952,-0.2627424520143392,0.1223770458307429,-1.0,-0.30161111272163826,0.43284741353262507,-0.5226115109636396,-0.1261571315865031,0.28293749718158145,-0.5585954414242065,-0.24436237221787524,0.17123008849134908,-0.46363549349664207,-0.30455188728479105,0.17320702361154214,-0.40342711506576967,-0.3398234784514973,0.5051080829821553,-0.32120004014178427,-0.12003305349504163,0.3066589448536889,-0.3407471242921037,-0.23462340160631406,0.16929940784046002,-0.2900872920075347,-0.26281604642254225,0.19407092747647145,-0.2629262310118752,-0.27208682697626285,0.49838153701691285,-0.10394825557545438,-0.13300156504873267,0.292636199798295,-0.10997348008871308,-0.25094053548291684,0.17101000454153395,-0.10121160103023302,-0.23813867305148584,0.20677330527683674,-0.102904460029214,-0.21648162101527607,0.45120675386202647,0.09947753598485146,-0.15991808453226808,0.28545502288402347,0.11042988480795152,-0.23748831338205384,0.18700190741697237,0.09284950248815615,-0.2348188744944752,0.20376785632297573,0.07477751293266093,-0.22269530861327264
si,0.0,0.0,0.0,-0.036288038020796526,-0.28950080121094685,-0.1487782307835647,0.014172686496121613,-0.5740572951520734,-0.22788422222404148,0.048625338764002546,-0.7957328410144471,-0.28710182216810276,0.07015010466953307,-1.0,-0.32458002841617295,0.39080511830835263,-0.5157987468665335,-0.16061380400225836,0.18829008016625068,-0.5144028110014497,-0.27771348126692197,0.06795566037522849,-0.4096585652942963,-0.33429746070151556,0.08872125829766979,-0.3556702000772988,-0.36874149228033115,0.44605935645461436,-0.3007810412711384,-0.14636856003983664,0.19278529058666594,-0.2942060554046213,-0.25884631643845757,0.060232343990671594,-0.2457134478849584,-0.2782380433547324,0.0956787017187533,-0.2241173902492207,-0.28482421559158433,0.4294879290169726,-0.07982730707257067,-0.15117442314835722,0.1768476890498297,-0.06890804126244929,-0.2693580836448227,0.06174931159350632,-0.06473795397249904,-0.24753070418583115,0.09873110982956282,-0.06670538678808245,-0.22027644701931892,0.3775339095830659,0.11754254806085468,-0.17179928490089816,0.19032059453197903,0.12892172079079633,-0.2529591213021135,0.09653050790021156,0.10828351749565425,-0.2461244542820442,0.10775396088163924,0.09248754156489179,-0.22973117064721138
si,0.0,0.0,0.0,-0.048505062549571626,-0.31360967483992125,-0.13600135411109462,-0.004489635492932527,-0.5973424975400035,-0.20566471955486867,0.021711457964134095,-0.8057703043088179,-0.2587142407487378,0.02782068433934005,-1.0,-0.29273318037408236,0.33096365592711635,-0.5416308386170327,-0.13576180042369757,0.10274464292782642,-0.5397432378355606,-0.25276928947672084,-0.008373414428624208,-0.4258286652945061,-0.32291772238973576,0.01026833576088412,-0.36440406149340404,-0.3653342569355769,0.3760486608024088,-0.340817505989409,-0.12316329447685137,0.09852385952135129,-0.3402094467885683,-0.22233312782159742,-0.0069418256559650796,-0.27843695486595393,-0.24200356115998173,0.033741779037661124,-0.24670282068595892,-0.25106083164273707,0.3555945236320012,-0.12830113921374822,-0.1302274721260178,0.09679672780449491,-0.13885892825711227,-0.23316057874685997,0.00958875542668219,-0.12573389331443896,-0.20868449534259395,0.05583973616994095,-0.11059408731421753,-0.18015378236046523,0.3057037391235565,0.06309161630440846,-0.15312838192795672,0.12059927194854987,0.04906310878396776,-0.22346546478693888,0.050709260956710474,0.024757973197325707,-0.21323517321587937,0.07154393720081703,0.023724544647164676,-0.19434368211232447
